"","X","id","property_id","year_built","rooms_count","beds_count","baths_count","half_baths_count","full_baths_count","stories_count","units_count","buildings_count","total_size","basement_size","garage_size","architecture_type","exterior_wall_type","air_conditioning_type","basement_type","building_type","improvement_type","condition","construction_type","fireplace_count","fireplace_type","foundation_type","flooring_type","garage_type","heating_type","mobile_home","parking_spaces","parking_type","pool_type","quality","roof_type","roof_style_type","electricity_type","fuel_type","sewer_type","water_type","street_number","street_name","street_direction","street_suffix","unit_type","unit_number","address","city","state","zip","zoning","zoning_category","zoning_description","parcel_id","latitude","longitude","depth","width","size","acres","township","section","rental_property","view","location_description","land","improvement","total","exemption","tax_amount","tax_year","details","date","price","type","seller","transaction_id","document_year","sale_code"
"254",99718,99718,176547,1950,NA,3,1.5,1,1,NA,NA,NA,1132,NA,NA,"","","",NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"","",25,"La Mesa","","Dr","","","25 La Mesa Dr","Bakersfield","CA",93305,"","Residential","SingleFamily","",35.392677,-119.001355,NA,NA,7848,0.1802,"",NA,NA,NA,"",NA,NA,143000,NA,NA,NA,NA,2016-07-22,153500,"","",NA,NA,NA
"257",99852,99852,176689,1925,NA,5,2,0,2,NA,NA,NA,1444,NA,NA,"","","",NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"","",705,"30th","","St","","","705 30th St","Bakersfield","CA",93301,"","Residential","SingleFamily","",35.386078,-119.009677,NA,NA,9922,0.2278,"",NA,NA,NA,"",NA,NA,71721,NA,NA,NA,NA,2016-03-11,135000,"","",NA,NA,NA
"258",99853,99853,176690,1933,NA,2,1,0,1,NA,NA,NA,1507,NA,NA,"","","",NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"","",100,"Pacific","","St","","","100 Pacific St","Bakersfield","CA",93305,"","Residential","SingleFamily","",35.385999,-119.000496,NA,NA,NA,0,"",NA,NA,NA,"",NA,NA,76893,NA,NA,NA,NA,2016-05-20,135000,"","",NA,NA,NA
"261",140027,140027,218582,1956,NA,3,1,0,1,NA,NA,NA,1240,NA,NA,"","","",NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"","",2704,"Norman","","Ave","","","2704 Norman Ave","Bakersfield","CA",93304,"","Residential","SingleFamily","",35.335694,-119.032736,NA,NA,5000,0.1148,"",NA,NA,NA,"",NA,NA,41199,NA,NA,NA,NA,2016-04-25,135000,"","",NA,NA,NA
"262",140028,140028,218583,1955,NA,3,NA,NA,NA,NA,NA,NA,1300,NA,NA,"","","",NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"","",1720,"Custer","","Ave","","","1720 Custer Ave","Bakersfield","CA",93304,"","Residential","SingleFamily","",35.334867,-119.022489,NA,NA,6600,0.1515,"",NA,NA,NA,"",NA,NA,100085,NA,NA,NA,NA,2016-02-26,114000,"","",NA,NA,NA
"263",140029,140029,218584,1954,NA,4,2,0,2,NA,NA,NA,1056,NA,NA,"","","",NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"","",2400,"Fremont","","St","","","2400 Fremont St","Bakersfield","CA",93304,"","Residential","SingleFamily","",35.332818,-119.023295,NA,NA,6512,0.1495,"",NA,NA,NA,"",NA,NA,91000,NA,NA,NA,NA,2016-08-22,135000,"","",NA,NA,NA
"264",140030,140030,218585,1955,NA,3,2,0,2,NA,NA,NA,1300,NA,NA,"","","",NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"","",1920,"Custer","","Ave","","","1920 Custer Ave","Bakersfield","CA",93304,"","Residential","SingleFamily","",35.334869,-119.024702,NA,NA,6621,0.152,"",NA,NA,NA,"",NA,NA,67156,NA,NA,NA,NA,2016-07-18,149000,"","",NA,NA,NA
"265",140031,140031,218586,1955,NA,3,1,0,1,NA,NA,NA,1011,NA,NA,"","","",NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"","",1904,"Clark","","Ave","","","1904 Clark Ave","Bakersfield","CA",93304,"","Residential","SingleFamily","",35.333288,-119.023899,NA,NA,6599,0.1515,"",NA,NA,NA,"",NA,NA,48326,NA,NA,NA,NA,2016-08-22,125000,"","",NA,NA,NA
"266",140032,140032,218587,1955,NA,3,1,0,1,NA,NA,NA,1032,NA,NA,"","","",NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"","",1912,"Wilson","","Rd","","","1912 Wilson Rd","Bakersfield","CA",93304,"","Residential","SingleFamily","",35.332461,-119.024302,NA,NA,6750,0.155,"",NA,NA,NA,"",NA,NA,74000,NA,NA,NA,NA,2016-02-24,121000,"","",NA,NA,NA
"267",140033,140033,218588,1955,NA,4,NA,NA,NA,NA,NA,NA,1334,NA,NA,"","","",NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"","",1704,"Stillman","","Ave","","","1704 Stillman Ave","Bakersfield","CA",93304,"","Residential","SingleFamily","",35.336445,-119.021688,NA,NA,NA,0,"",NA,NA,NA,"",NA,NA,51073,NA,NA,NA,NA,2016-03-08,1e+05,"","",NA,NA,NA
"268",140034,140034,218589,1955,NA,3,2,0,2,NA,NA,NA,1334,NA,NA,"","","",NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"","",1925,"Bradley","","Ave","","","1925 Bradley Ave","Bakersfield","CA",93304,"","Residential","SingleFamily","",35.336751,-119.024902,NA,NA,7405,0.17,"",NA,NA,NA,"",NA,NA,106000,NA,NA,NA,NA,2016-07-22,155000,"","",NA,NA,NA
"270",140036,140036,218591,1939,NA,2,1,0,1,NA,NA,NA,1450,NA,NA,"","","",NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"","",303,"Oleander","","Ave","","","303 Oleander Ave","Bakersfield","CA",93304,"","Residential","SingleFamily","",35.359162,-119.025871,NA,NA,NA,0,"",NA,NA,NA,"",NA,NA,145000,NA,NA,NA,NA,2016-04-27,225000,"","",NA,NA,NA
"273",140039,140039,218594,1942,NA,2,NA,NA,NA,NA,NA,NA,1656,NA,NA,"","","",NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"","",31,"A","","St","","","31 A St","Bakersfield","CA",93304,"","Residential","SingleFamily","",35.354759,-119.029809,NA,NA,12432,0.2854,"",NA,NA,NA,"",NA,NA,105604,NA,NA,NA,NA,2016-04-14,145000,"","",NA,NA,NA
"276",140042,140042,218597,1936,NA,3,1.5,1,1,NA,NA,NA,1550,NA,NA,"","","",NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"","",2130,"1st","","St","","","2130 1st St","Bakersfield","CA",93304,"","Residential","SingleFamily","",35.355353,-119.026887,NA,NA,NA,0,"",NA,NA,NA,"",NA,NA,188696,NA,NA,NA,NA,2016-01-19,2e+05,"","",NA,NA,NA
"277",140043,140043,218598,1973,NA,4,2,0,2,NA,NA,NA,1540,NA,NA,"","","",NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"","",21,"Oleander","","Ave","","","21 Oleander Ave","Bakersfield","CA",93304,"","Residential","SingleFamily","",35.354653,-119.025837,NA,NA,NA,0,"",NA,NA,NA,"",NA,NA,177000,NA,NA,NA,NA,2016-06-01,205000,"","",NA,NA,NA
"279",140045,140045,218600,1940,NA,3,2,0,2,NA,NA,NA,1282,NA,NA,"","","",NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"","",2222,"1st","","St","","","2222 1st St","Bakersfield","CA",93304,"","Residential","SingleFamily","",35.355359,-119.027919,NA,NA,8102,0.186,"",NA,NA,NA,"",NA,NA,150000,NA,NA,NA,NA,2016-08-31,177700,"","",NA,NA,NA
"280",140046,140046,218601,1925,NA,3,1.5,1,1,NA,NA,NA,1534,NA,NA,"","","",NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"","",305,"G","","St","","","305 G St","Bakersfield","CA",93304,"","Residential","SingleFamily","",35.360212,-119.022656,NA,NA,NA,0,"",NA,NA,NA,"",NA,NA,65589,NA,NA,NA,NA,2016-05-16,159500,"","",NA,NA,NA
"283",140049,140049,218604,1956,NA,3,2,0,2,NA,NA,NA,1142,NA,NA,"","","",NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"","",1717,"Stillman","","Ave","","","1717 Stillman Ave","Bakersfield","CA",93304,"","Residential","SingleFamily","",35.335946,-119.022287,NA,NA,NA,0,"",NA,NA,NA,"",NA,NA,64908,NA,NA,NA,NA,2016-01-01,130000,"","",NA,NA,NA
"285",140187,140187,218745,1950,NA,3,1,0,1,NA,NA,NA,1400,NA,NA,"","","",NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"","",236,"Real","","Rd","","","236 Real Rd","Bakersfield","CA",93309,"","Residential","SingleFamily","",35.35875,-119.043178,NA,NA,5662,0.13,"",NA,NA,NA,"",NA,NA,93437,NA,NA,NA,NA,2016-01-13,162000,"","",NA,NA,NA
"287",140189,140189,218747,1957,NA,3,NA,NA,NA,NA,NA,NA,1612,NA,NA,"","","",NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"","",19,"Mcdonald","","Way","","","19 Mcdonald Way","Bakersfield","CA",93309,"","Residential","SingleFamily","",35.35516,-119.052865,NA,NA,NA,0,"",NA,NA,NA,"",NA,NA,157806,NA,NA,NA,NA,2016-06-27,115000,"","",NA,NA,NA
"289",140191,140191,218749,1969,NA,4,2,0,2,NA,NA,NA,1843,NA,NA,"","","",NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"","",4605,"Perris","","Way","","","4605 Perris Way","Bakersfield","CA",93309,"","Residential","SingleFamily","",35.357914,-119.054051,NA,NA,7699,0.1767,"",NA,NA,NA,"",NA,NA,195000,NA,NA,NA,NA,2016-03-24,205000,"","",NA,NA,NA
"290",140192,140192,218750,1969,NA,3,NA,NA,NA,NA,NA,NA,1611,NA,NA,"","","",NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"","",817,"Del Rey","","Ct","","","817 Del Rey Ct","Bakersfield","CA",93309,"","Residential","SingleFamily","",35.364652,-119.054496,NA,NA,9147,0.21,"",NA,NA,NA,"",NA,NA,169000,NA,NA,NA,NA,2016-05-17,2e+05,"","",NA,NA,NA
"291",140193,140193,218751,1969,NA,4,NA,NA,NA,NA,NA,NA,1836,NA,NA,"","","",NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"","",805,"Del Rey","","Ct","","","805 Del Rey Ct","Bakersfield","CA",93309,"","Residential","SingleFamily","",35.364115,-119.054068,NA,NA,8276,0.19,"",NA,NA,NA,"",NA,NA,156472,NA,NA,NA,NA,2016-05-09,221000,"","",NA,NA,NA
"292",140194,140194,218752,1970,NA,3,2,0,2,NA,NA,NA,1449,NA,NA,"","","",NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"","",905,"Charter Oaks","","Ct","","","905 Charter Oaks Ct","Bakersfield","CA",93309,"","Residential","SingleFamily","",35.365121,-119.050054,NA,NA,10000,0.2296,"",NA,NA,NA,"",NA,NA,153640,NA,NA,NA,NA,2016-05-20,187000,"","",NA,NA,NA
"293",140195,140195,218753,1970,NA,3,NA,NA,NA,NA,NA,NA,1611,NA,NA,"","","",NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"","",4312,"Charter Oaks","","Ave","","","4312 Charter Oaks Ave","Bakersfield","CA",93309,"","Residential","SingleFamily","",35.365474,-119.051128,NA,NA,NA,0,"",NA,NA,NA,"",NA,NA,106271,NA,NA,NA,NA,2016-06-17,175000,"","",NA,NA,NA
"294",140196,140196,218754,1970,NA,3,NA,NA,NA,NA,NA,NA,1485,NA,NA,"","","",NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"","",4405,"Charter Oaks","","Ave","","","4405 Charter Oaks Ave","Bakersfield","CA",93309,"","Residential","SingleFamily","",35.364723,-119.051491,NA,NA,7701,0.1768,"",NA,NA,NA,"",NA,NA,73147,NA,NA,NA,NA,2016-03-29,165000,"","",NA,NA,NA
"295",140197,140197,218755,1970,NA,3,NA,NA,NA,NA,NA,NA,1485,NA,NA,"","","",NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"","",1008,"Montclair","","St","","","1008 Montclair St","Bakersfield","CA",93309,"","Residential","SingleFamily","",35.362773,-119.049116,NA,NA,7283,0.1672,"",NA,NA,NA,"",NA,NA,185000,NA,NA,NA,NA,2016-05-27,205000,"","",NA,NA,NA
"296",140198,140198,218756,1971,NA,3,2.5,1,2,NA,NA,NA,1870,NA,NA,"","","",NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"","",920,"Montclair","","St","","","920 Montclair St","Bakersfield","CA",93309,"","Residential","SingleFamily","",35.363342,-119.050476,NA,NA,10593,0.2432,"",NA,NA,NA,"",NA,NA,214195,NA,NA,NA,NA,2016-01-08,211500,"","",NA,NA,NA
"297",140199,140199,218757,1971,NA,4,NA,NA,NA,NA,NA,NA,2475,NA,NA,"","","",NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"","",4205,"La Mirada","","Dr","","","4205 La Mirada Dr","Bakersfield","CA",93309,"","Residential","SingleFamily","",35.359489,-119.049377,NA,NA,6904,0.1585,"",NA,NA,NA,"",NA,NA,183902,NA,NA,NA,NA,2016-06-10,2e+05,"","",NA,NA,NA
"298",140200,140200,218758,1970,NA,3,2,0,2,NA,NA,NA,1471,NA,NA,"","","",NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"","",4704,"Stanton","","Way","","","4704 Stanton Way","Bakersfield","CA",93309,"","Residential","SingleFamily","",35.357626,-119.055053,NA,NA,7927,0.182,"",NA,NA,NA,"",NA,NA,135915,NA,NA,NA,NA,2016-07-26,195000,"","",NA,NA,NA
"305",160159,160159,239512,1978,NA,4,NA,NA,NA,NA,NA,NA,1923,NA,NA,"","","",NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"","",7109,"Tioga","","Ct","","","7109 Tioga Ct","Bakersfield","CA",93309,"","Residential","SingleFamily","",35.338748,-119.08199,NA,NA,14810,0.34,"",NA,NA,NA,"",NA,NA,211579,NA,NA,NA,NA,2016-08-03,275000,"","",NA,NA,NA
"306",160160,160160,239513,1976,NA,3,2.5,1,2,NA,NA,NA,2304,NA,NA,"","","",NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"","",7512,"Del Canto","","Ct","","","7512 Del Canto Ct","Bakersfield","CA",93309,"","Residential","SingleFamily","",35.351071,-119.086622,NA,NA,10890,0.25,"",NA,NA,NA,"",NA,NA,311000,NA,NA,NA,NA,2016-02-09,270000,"","",NA,NA,NA
"307",160161,160161,239514,1978,NA,3,2,0,2,NA,NA,NA,1669,NA,NA,"","","",NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"","",7104,"Tioga","","Ct","","","7104 Tioga Ct","Bakersfield","CA",93309,"","Residential","SingleFamily","",35.338416,-119.081554,NA,NA,8685,0.1994,"",NA,NA,NA,"",NA,NA,188000,NA,NA,NA,NA,2016-01-26,207500,"","",NA,NA,NA
"308",160162,160162,239515,1977,NA,3,2,0,2,NA,NA,NA,2269,NA,NA,"","","",NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"","",7904,"Las Cruces","","Ave","","","7904 Las Cruces Ave","Bakersfield","CA",93309,"","Residential","SingleFamily","",35.354015,-119.090555,NA,NA,14601,0.3352,"",NA,NA,NA,"",NA,NA,190275,NA,NA,NA,NA,2016-08-26,266000,"","",NA,NA,NA
"310",160164,160164,239517,1979,NA,4,3,0,3,NA,NA,NA,2299,NA,NA,"","","",NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"","",605,"Camino Del Oeste","","","","","605 Camino Del Oeste","Bakersfield","CA",93309,"","Residential","SingleFamily","",35.349357,-119.090777,NA,NA,15090,0.3464,"",NA,NA,NA,"",NA,NA,219400,NA,NA,NA,NA,2016-05-20,319500,"","",NA,NA,NA
"312",160166,160166,239519,1980,NA,3,2.5,1,2,NA,NA,NA,2655,NA,NA,"","","",NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"","",1413,"Calle Hermosa","","","","","1413 Calle Hermosa","Bakersfield","CA",93309,"","Residential","SingleFamily","",35.341949,-119.091773,NA,NA,14331,0.329,"",NA,NA,NA,"",NA,NA,365000,NA,NA,NA,NA,2016-06-20,290000,"","",NA,NA,NA
"313",160167,160167,239520,1983,NA,4,2.5,1,2,NA,NA,NA,2865,NA,NA,"","","",NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"","",7604,"Calle Cerca","","","","","7604 Calle Cerca","Bakersfield","CA",93309,"","Residential","SingleFamily","",35.34327,-119.08755,NA,NA,NA,0,"",NA,NA,NA,"",NA,NA,404000,NA,NA,NA,NA,2016-08-19,405000,"","",NA,NA,NA
"314",160168,160168,239521,1983,NA,3,2.5,1,2,NA,NA,NA,2657,NA,NA,"","","",NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"","",1503,"Calle Hermosa","","","","","1503 Calle Hermosa","Bakersfield","CA",93309,"","Residential","SingleFamily","",35.341154,-119.091771,NA,NA,14509,0.3331,"",NA,NA,NA,"",NA,NA,337000,NA,NA,NA,NA,2016-06-24,3e+05,"","",NA,NA,NA
"316",160170,160170,239523,1980,NA,4,3,0,3,NA,NA,NA,2795,NA,NA,"","","",NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"","",1904,"Glencairn","","Ct","","","1904 Glencairn Ct","Bakersfield","CA",93309,"","Residential","SingleFamily","",35.337675,-119.087625,NA,NA,8749,0.2008,"",NA,NA,NA,"",NA,NA,251027,NA,NA,NA,NA,2016-04-01,278000,"","",NA,NA,NA
"318",160172,160172,239525,1979,NA,3,NA,NA,NA,NA,NA,NA,1789,NA,NA,"","","",NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"","",7805,"Shetland","","Dr","","","7805 Shetland Dr","Bakersfield","CA",93309,"","Residential","SingleFamily","",35.337003,-119.088716,NA,NA,9515,0.2184,"",NA,NA,NA,"",NA,NA,153320,NA,NA,NA,NA,2016-04-15,230000,"","",NA,NA,NA
"319",160173,160173,239526,1981,NA,3,2.5,1,2,NA,NA,NA,1866,NA,NA,"","","",NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"","",7909,"Westdumfries","","Ct","","","7909 Westdumfries Ct","Bakersfield","CA",93309,"","Residential","SingleFamily","",35.336245,-119.090423,NA,NA,8712,0.2,"",NA,NA,NA,"",NA,NA,160693,NA,NA,NA,NA,2016-08-23,230000,"","",NA,NA,NA
"321",160175,160175,239528,1989,NA,4,2.5,1,2,NA,NA,NA,2619,NA,NA,"","","",NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"","",1908,"Calle Las Brisas","","","","","1908 Calle Las Brisas","Bakersfield","CA",93309,"","Residential","SingleFamily","",35.335717,-119.082876,NA,NA,10890,0.25,"",NA,NA,NA,"",NA,NA,283000,NA,NA,NA,NA,2016-02-04,316000,"","",NA,NA,NA
"323",160177,160177,239530,1981,NA,2,2.5,1,2,NA,NA,NA,1260,NA,NA,"","","",NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"","",2316,"Gosford","","Rd","Apt","B","2316 Gosford Rd APT B","Bakersfield","CA",93309,"","Residential","SingleFamily","",35.333192,-119.091818,NA,NA,NA,0,"",NA,NA,NA,"",NA,NA,107400,NA,NA,NA,NA,2016-08-04,124000,"","",NA,NA,NA
"324",160178,160178,239531,1986,NA,3,3,0,3,NA,NA,NA,1326,NA,NA,"","","",NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"","",8220,"Willowglen","","Dr","","","8220 Willowglen Dr","Bakersfield","CA",93311,"","Residential","SingleFamily","",35.329577,-119.094486,NA,NA,3920,0.09,"",NA,NA,NA,"",NA,NA,105553,NA,NA,NA,NA,2016-05-27,210000,"","",NA,NA,NA
"325",160179,160179,239532,1987,NA,1,1.5,1,1,NA,NA,NA,816,NA,NA,"","","",NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"","",2600,"Brookside","","Dr","Apt","48","2600 Brookside Dr APT 48","Bakersfield","CA",93311,"","Residential","SingleFamily","",35.331889,-119.094766,NA,NA,NA,0,"",NA,NA,NA,"",NA,NA,69807,NA,NA,NA,NA,2016-01-15,118500,"","",NA,NA,NA
"326",160180,160180,239533,1984,NA,4,2.5,1,2,NA,NA,NA,2457,NA,NA,"","","",NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"","",8705,"Versailles","","Dr","","","8705 Versailles Dr","Bakersfield","CA",93311,"","Residential","SingleFamily","",35.337758,-119.099194,NA,NA,15246,0.35,"",NA,NA,NA,"",NA,NA,355538,NA,NA,NA,NA,2016-07-06,396000,"","",NA,NA,NA
"328",160182,160182,239535,1985,NA,4,2,0,2,NA,NA,NA,2264,NA,NA,"","","",NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"","",9409,"Wandering Oak","","Dr","","","9409 Wandering Oak Dr","Bakersfield","CA",93311,"","Residential","SingleFamily","",35.337959,-119.107024,NA,NA,10497,0.241,"",NA,NA,NA,"",NA,NA,226508,NA,NA,NA,NA,2016-01-15,305000,"","",NA,NA,NA
"332",182633,182633,262795,1995,NA,5,NA,NA,NA,NA,NA,NA,3426,NA,NA,"","","",NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"","",10801,"Haworth","","Ln","","","10801 Haworth Ln","Bakersfield","CA",93311,"","Residential","SingleFamily","",35.337906,-119.122447,NA,NA,15246,0.35,"",NA,NA,NA,"",NA,NA,553480,NA,NA,NA,NA,2016-06-21,580000,"","",NA,NA,NA
"333",182634,182634,262796,1997,NA,5,4,0,4,NA,NA,NA,3305,NA,NA,"","","",NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"","",10804,"Haworth","","Ln","","","10804 Haworth Ln","Bakersfield","CA",93311,"","Residential","SingleFamily","",35.338469,-119.122659,NA,NA,13068,0.3,"",NA,NA,NA,"",NA,NA,473230,NA,NA,NA,NA,2016-06-21,580000,"","",NA,NA,NA
"334",182635,182635,262797,2000,NA,5,2.5,1,2,NA,NA,NA,3888,NA,NA,"","","",NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"","",11200,"Woodhall","","Pl","","","11200 Woodhall Pl","Bakersfield","CA",93311,"","Residential","SingleFamily","",35.332828,-119.127178,NA,NA,16988,0.39,"",NA,NA,NA,"",NA,NA,535132,NA,NA,NA,NA,2016-03-22,357000,"","",NA,NA,NA
"335",182636,182636,262798,1999,NA,3,2,0,2,NA,NA,NA,2040,NA,NA,"","","",NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"","",2010,"Wedgemont","","Pl","","","2010 Wedgemont Pl","Bakersfield","CA",93311,"","Residential","SingleFamily","",35.336471,-119.126291,NA,NA,7405,0.17,"",NA,NA,NA,"",NA,NA,352695,NA,NA,NA,NA,2016-05-09,430000,"","",NA,NA,NA
"336",182637,182637,262799,2000,NA,3,3,0,3,NA,NA,NA,3324,NA,NA,"","","",NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"","",2120,"Wedgemont","","Pl","","","2120 Wedgemont Pl","Bakersfield","CA",93311,"","Residential","SingleFamily","",35.335299,-119.126988,NA,NA,8276,0.19,"",NA,NA,NA,"",NA,NA,584027,NA,NA,NA,NA,2016-04-29,615000,"","",NA,NA,NA
"337",182638,182638,262800,2001,NA,5,3.5,1,3,NA,NA,NA,3764,NA,NA,"","","",NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"","",11219,"Draper","","Ct","","","11219 Draper Ct","Bakersfield","CA",93311,"","Residential","SingleFamily","",35.337533,-119.127549,NA,NA,8276,0.19,"",NA,NA,NA,"",NA,NA,557381,NA,NA,NA,NA,2016-05-23,568000,"","",NA,NA,NA
"338",182639,182639,262801,1993,NA,4,2,0,2,NA,NA,NA,2640,NA,NA,"","","",NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"","",11100,"Rockridge","","Way","","","11100 Rockridge Way","Bakersfield","CA",93311,"","Residential","SingleFamily","",35.342735,-119.126078,NA,NA,9835,0.2258,"",NA,NA,NA,"",NA,NA,382492,NA,NA,NA,NA,2016-04-07,380000,"","",NA,NA,NA
"340",182641,182641,262803,1993,NA,4,3,0,3,NA,NA,NA,2673,NA,NA,"","","",NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"","",10909,"Craigton","","Ct","","","10909 Craigton Ct","Bakersfield","CA",93311,"","Residential","SingleFamily","",35.341738,-119.124257,NA,NA,8925,0.2049,"",NA,NA,NA,"",NA,NA,340389,NA,NA,NA,NA,2016-07-01,380000,"","",NA,NA,NA
"341",182642,182642,262804,1993,NA,5,4,0,4,NA,NA,NA,3410,NA,NA,"","","",NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"","",10900,"Craigton","","Ct","","","10900 Craigton Ct","Bakersfield","CA",93311,"","Residential","SingleFamily","",35.342132,-119.123881,NA,NA,16679,0.3829,"",NA,NA,NA,"",NA,NA,411892,NA,NA,NA,NA,2016-01-29,445000,"","",NA,NA,NA
"343",182644,182644,262806,1992,NA,4,4,0,4,NA,NA,NA,3590,NA,NA,"","","",NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"","",1405,"Fieldspring","","Dr","","","1405 Fieldspring Dr","Bakersfield","CA",93311,"","Residential","SingleFamily","",35.342098,-119.12335,NA,NA,9374,0.2152,"",NA,NA,NA,"",NA,NA,451296,NA,NA,NA,NA,2016-02-24,490000,"","",NA,NA,NA
"344",182645,182645,262807,1993,NA,4,3,0,3,NA,NA,NA,3099,NA,NA,"","","",NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"","",1404,"Fieldspring","","Dr","","","1404 Fieldspring Dr","Bakersfield","CA",93311,"","Residential","SingleFamily","",35.342384,-119.122829,NA,NA,10018,0.23,"",NA,NA,NA,"",NA,NA,413737,NA,NA,NA,NA,2016-05-02,490000,"","",NA,NA,NA
