"","X","id","property_id","year_built","rooms_count","beds_count","baths_count","half_baths_count","full_baths_count","stories_count","units_count","buildings_count","total_size","basement_size","garage_size","architecture_type","exterior_wall_type","air_conditioning_type","basement_type","building_type","improvement_type","condition","construction_type","fireplace_count","fireplace_type","foundation_type","flooring_type","garage_type","heating_type","mobile_home","parking_spaces","parking_type","pool_type","quality","roof_type","roof_style_type","electricity_type","fuel_type","sewer_type","water_type","street_number","street_name","street_direction","street_suffix","unit_type","unit_number","address","city","state","zip","zoning","zoning_category","zoning_description","parcel_id","latitude","longitude","depth","width","size","acres","township","section","rental_property","view","location_description","land","improvement","total","exemption","tax_amount","tax_year","details","date","price","type","seller","transaction_id","document_year","sale_code"
"1552",134549,134549,212877,1956,NA,3,1,0,1,NA,NA,NA,959,NA,NA,"","","",NA,"","","","",NA,"","",NA,"","",NA,NA,"","","",NA,NA,"","","","",4322,"Tavenor","","Ln","","","4322 Tavenor Ln","Houston","TX",77047,"","Residential","SingleFamily","",29.633551,-95.359275,NA,NA,6825,0.1567,"",NA,NA,NA,"",NA,NA,41316,NA,NA,NA,NA,2016-03-31,62000,"","",NA,NA,NA
"1564",137276,137276,215687,1950,NA,3,2,0,2,NA,NA,NA,2001,NA,NA,"","","",NA,"","","","",NA,"","",NA,"","",NA,NA,"","","",NA,NA,"","","","",7322,"Knoll","W","St","","","7322 W Knoll St","Houston","TX",77028,"","Residential","SingleFamily","",29.834631,-95.296956,NA,NA,16439,0.3774,"",NA,NA,NA,"",NA,NA,65977,NA,NA,NA,NA,2016-05-18,82000,"","",NA,NA,NA
"1565",137277,137277,215688,1948,NA,3,1,0,1,NA,NA,NA,1846,NA,NA,"","","",NA,"","","","",NA,"","",NA,"","",NA,NA,"","","",NA,NA,"","","","",7445,"Springdale","","St","","","7445 Springdale St","Houston","TX",77028,"","Residential","SingleFamily","",29.839706,-95.294196,NA,NA,8925,0.2049,"",NA,NA,NA,"",NA,NA,40936,NA,NA,NA,NA,2016-03-23,50000,"","",NA,NA,NA
"1609",144103,144103,222788,2011,NA,4,4,0,4,NA,NA,NA,3393,NA,NA,"","","",NA,"","","","",NA,"","",NA,"","",NA,NA,"","","",NA,NA,"","","","",604,"21st","E","St","","","604 E 21st St","Houston","TX",77008,"","Residential","SingleFamily","",29.804792,-95.39192,NA,NA,7100,0.163,"",NA,NA,NA,"",NA,NA,1010000,NA,NA,NA,NA,2016-07-29,1035000,"","",NA,NA,NA
"1623",144117,144117,222802,2012,NA,5,3,0,3,NA,NA,NA,3232,NA,NA,"","","",NA,"","","","",NA,"","",NA,"","",NA,NA,"","","",NA,NA,"","","","",1336,"Cortlandt","","St","","","1336 Cortlandt St","Houston","TX",77008,"","Residential","SingleFamily","",29.796104,-95.395093,NA,NA,6599,0.1515,"",NA,NA,NA,"",NA,NA,925450,NA,NA,NA,NA,2016-03-23,746250,"","",NA,NA,NA
"1637",149289,149289,228182,1963,NA,4,2,0,2,NA,NA,NA,2582,NA,NA,"","","",NA,"","","","",NA,"","",NA,"","",NA,NA,"","","",NA,NA,"","","","",7810,"Moonmist","","Dr","","","7810 Moonmist Dr","Houston","TX",77036,"","Residential","SingleFamily","",29.711897,-95.52367,NA,NA,13102,0.3008,"",NA,NA,NA,"",NA,NA,188770,NA,NA,NA,NA,2016-04-18,285000,"","",NA,NA,NA
"1647",154950,154950,234078,1961,NA,2,2,0,2,NA,NA,NA,2396,NA,NA,"","","",NA,"","","","",NA,"","",NA,"","",NA,NA,"","","",NA,NA,"","","","",11202,"Waxwing","","St","","","11202 Waxwing St","Houston","TX",77035,"","Residential","Duplex","",29.656688,-95.462646,NA,NA,9199,0.2112,"",NA,NA,NA,"",NA,NA,246315,NA,NA,NA,NA,2016-03-07,172500,"","",NA,NA,NA
"1655",154971,154971,234107,1934,NA,0,NA,NA,NA,NA,NA,NA,1628,NA,NA,"","","",NA,"","","","",NA,"","",NA,"","",NA,NA,"","","",NA,NA,"","","","",204,"74th","S","St","","","204 S 74th St","Houston","TX",77011,"","Residential","MultiFamily2To4","",29.732322,-95.294678,NA,NA,5000,0.1148,"",NA,NA,NA,"",NA,NA,68304,NA,NA,NA,NA,2016-05-16,175000,"","",NA,NA,NA
"1668",154984,154984,234120,1950,NA,0,NA,NA,NA,NA,NA,NA,2608,NA,NA,"","","",NA,"","","","",NA,"","",NA,"","",NA,NA,"","","",NA,NA,"","","","",3446,"Blodgett","","St","","","3446 Blodgett St","Houston","TX",77004,"","Residential","MultiFamily2To4","",29.718269,-95.359285,NA,NA,6359,0.146,"",NA,NA,NA,"",NA,NA,241901,NA,NA,NA,NA,2016-08-01,180000,"","",NA,NA,NA
"1686",158255,158255,237523,1979,NA,5,3,0,3,NA,NA,NA,2300,NA,NA,"","","",NA,"","","","",NA,"","",NA,"","",NA,NA,"","","",NA,NA,"","","","",8518,"Cookwind","","Dr","","","8518 Cookwind Dr","Houston","TX",77072,"","Residential","SingleFamily","",29.685033,-95.59259,NA,NA,7000,0.1607,"",NA,NA,NA,"",NA,NA,130042,NA,NA,NA,NA,2016-06-14,153000,"","",NA,NA,NA
"1692",159603,159603,238921,1982,NA,3,2,0,2,NA,NA,NA,1464,NA,NA,"","","",NA,"","","","",NA,"","",NA,"","",NA,NA,"","","",NA,NA,"","","","",10486,"Emnora","","Ln","","","10486 Emnora Ln","Houston","TX",77043,"","Residential","SingleFamily","",29.815418,-95.553518,NA,NA,7800,0.1791,"",NA,NA,NA,"",NA,NA,162818,NA,NA,NA,NA,2016-03-23,120000,"","",NA,NA,NA
"1701",159612,159612,238930,1971,NA,4,3,0,3,NA,NA,NA,2307,NA,NA,"","","",NA,"","","","",NA,"","",NA,"","",NA,NA,"","","",NA,NA,"","","","",2731,"Quincannon","","Ln","","","2731 Quincannon Ln","Houston","TX",77043,"","Residential","SingleFamily","",29.82113,-95.556754,NA,NA,8729,0.2004,"",NA,NA,NA,"",NA,NA,296248,NA,NA,NA,NA,2016-06-27,375000,"","",NA,NA,NA
"1715",163588,163588,243068,1946,NA,2,1,0,1,NA,NA,NA,1049,NA,NA,"","","",NA,"","","","",NA,"","",NA,"","",NA,NA,"","","",NA,NA,"","","","",10805,"Verano","","St","","","10805 Verano St","Houston","TX",77029,"","Residential","SingleFamily","",29.772096,-95.238735,NA,NA,11341,0.2604,"",NA,NA,NA,"",NA,NA,62906,NA,NA,NA,NA,2016-04-27,64000,"","",NA,NA,NA
"1724",163597,163597,243077,1920,NA,3,1,0,1,NA,NA,NA,728,NA,NA,"","","",NA,"","","","",NA,"","",NA,"","",NA,NA,"","","",NA,NA,"","","","",705,"Baca","","St","","","705 Baca St","Houston","TX",77013,"","Residential","SingleFamily","",29.776456,-95.237481,NA,NA,27443,0.63,"",NA,NA,NA,"",NA,NA,66226,NA,NA,NA,NA,2016-01-05,55500,"","",NA,NA,NA
"1757",167093,167093,246672,2015,NA,3,4.5,1,4,NA,NA,NA,3578,NA,NA,"","","",NA,"","","","",NA,"","",NA,"","",NA,NA,"","","",NA,NA,"","","","",5902,"Schuler","","St","","","5902 Schuler St","Houston","TX",77007,"","Residential","SingleFamily","",29.772628,-95.42123,NA,NA,2385,0.0548,"",NA,NA,NA,"",NA,NA,271787,NA,NA,NA,NA,2016-02-28,650000,"","",NA,NA,NA
"1758",167094,167094,246673,2015,NA,3,2,0,2,NA,NA,NA,2500,NA,NA,"","","",NA,"","","","",NA,"","",NA,"","",NA,NA,"","","",NA,NA,"","","","",1313,"Asbury","","St","","","1313 Asbury St","Houston","TX",77007,"","Residential","SingleFamily","",29.773036,-95.418757,NA,NA,5000,0.1148,"",NA,NA,NA,"",NA,NA,393564,NA,NA,NA,NA,2016-06-21,484000,"","",NA,NA,NA
"1785",174844,174844,254736,1955,NA,3,2,0,2,NA,NA,NA,1720,NA,NA,"","","",NA,"","","","",NA,"","",NA,"","",NA,NA,"","","",NA,NA,"","","","",1210,"Regal","","St","","","1210 Regal St","Houston","TX",77034,"","Residential","SingleFamily","",29.646769,-95.241489,NA,NA,6899,0.1584,"",NA,NA,NA,"",NA,NA,97547,NA,NA,NA,NA,2016-05-24,146000,"","",NA,NA,NA
"1788",174847,174847,254739,1955,NA,3,1,0,1,NA,NA,NA,1252,NA,NA,"","","",NA,"","","","",NA,"","",NA,"","",NA,NA,"","","",NA,NA,"","","","",1106,"Shawnee","","St","","","1106 Shawnee St","Houston","TX",77034,"","Residential","SingleFamily","",29.645987,-95.23958,NA,NA,6899,0.1584,"",NA,NA,NA,"",NA,NA,74369,NA,NA,NA,NA,2016-05-26,112000,"","",NA,NA,NA
"1806",176376,176376,256324,1981,NA,3,2,0,2,NA,NA,NA,1723,NA,NA,"","","",NA,"","","","",NA,"","",NA,"","",NA,NA,"","","",NA,NA,"","","","",12706,"Ashford Knoll","","Dr","","","12706 Ashford Knoll Dr","Houston","TX",77082,"","Residential","Townhouse","",29.733213,-95.609762,NA,NA,4791,0.11,"",NA,NA,NA,"",NA,NA,119081,NA,NA,NA,NA,2016-07-23,165000,"","",NA,NA,NA
"1824",177065,177065,257044,1978,NA,4,2.5,1,2,NA,NA,NA,2281,NA,NA,"","","",NA,"","","","",NA,"","",NA,"","",NA,NA,"","","",NA,NA,"","","","",15418,"Lindita","","Dr","","","15418 Lindita Dr","Houston","TX",77083,"","Residential","SingleFamily","",29.691695,-95.658372,NA,NA,11796,0.2708,"",NA,NA,NA,"",NA,NA,136300,NA,NA,NA,NA,2016-04-26,179900,"","",NA,NA,NA
"1826",177067,177067,257046,1978,NA,4,2.5,1,2,NA,NA,NA,2096,NA,NA,"","","",NA,"","","","",NA,"","",NA,"","",NA,NA,"","","",NA,NA,"","","","",15623,"Ensenada","","Dr","","","15623 Ensenada Dr","Houston","TX",77083,"","Residential","SingleFamily","",29.691333,-95.660943,NA,NA,7117,0.1634,"",NA,NA,NA,"",NA,NA,141810,NA,NA,NA,NA,2016-07-25,170000,"","",NA,NA,NA
"1829",177070,177070,257049,1986,NA,4,3,0,3,NA,NA,NA,2033,NA,NA,"","","",NA,"","","","",NA,"","",NA,"","",NA,NA,"","","",NA,NA,"","","","",15614,"Beechnut","","St","","","15614 Beechnut St","Houston","TX",77083,"","Residential","SingleFamily","",29.689247,-95.660812,NA,NA,NA,0,"",NA,NA,NA,"",NA,NA,140600,NA,NA,NA,NA,2016-05-14,124000,"","",NA,NA,NA
"1884",184207,184207,264444,1957,NA,3,1.5,1,1,NA,NA,NA,1204,NA,NA,"","","",NA,"","","","",NA,"","",NA,"","",NA,NA,"","","",NA,NA,"","","","",4606,"De Milo","","Dr","","","4606 De Milo Dr","Houston","TX",77092,"","Residential","SingleFamily","",29.834429,-95.459464,NA,NA,7140,0.1639,"",NA,NA,NA,"",NA,NA,212388,NA,NA,NA,NA,2016-01-06,194000,"","",NA,NA,NA
"1915",189490,189490,269919,1953,NA,3,1,0,1,NA,NA,NA,1030,NA,NA,"","","",NA,"","","","",NA,"","",NA,"","",NA,NA,"","","",NA,NA,"","","","",7223,"Oak Hill","","Dr","","","7223 Oak Hill Dr","Houston","TX",77087,"","Residential","SingleFamily","",29.68082,-95.299092,NA,NA,8102,0.186,"",NA,NA,NA,"",NA,NA,79750,NA,NA,NA,NA,2016-03-22,65000,"","",NA,NA,NA
"1918",189493,189493,269922,1970,NA,4,2.5,1,2,NA,NA,NA,1989,NA,NA,"","","",NA,"","","","",NA,"","",NA,"","",NA,NA,"","","",NA,NA,"","","","",7158,"Heron","","Dr","","","7158 Heron Dr","Houston","TX",77087,"","Residential","SingleFamily","",29.668186,-95.299673,NA,NA,13500,0.3099,"",NA,NA,NA,"",NA,NA,118941,NA,NA,NA,NA,2016-09-13,149484,"","",NA,NA,NA
"1920",189495,189495,269924,1960,NA,3,1,0,1,NA,NA,NA,1158,NA,NA,"","","",NA,"","","","",NA,"","",NA,"","",NA,NA,"","","",NA,NA,"","","","",6931,"Kingsway","","Dr","","","6931 Kingsway Dr","Houston","TX",77087,"","Residential","SingleFamily","",29.676938,-95.304729,NA,NA,7078,0.1625,"",NA,NA,NA,"",NA,NA,64321,NA,NA,NA,NA,2016-03-25,62000,"","",NA,NA,NA
"1924",189499,189499,269928,1955,NA,3,1,0,1,NA,NA,NA,962,NA,NA,"","","",NA,"","","","",NA,"","",NA,"","",NA,NA,"","","",NA,NA,"","","","",6315,"Ridgeway","","Dr","","","6315 Ridgeway Dr","Houston","TX",77087,"","Residential","SingleFamily","",29.668386,-95.316185,NA,NA,6459,0.1483,"",NA,NA,NA,"",NA,NA,34624,NA,NA,NA,NA,2016-07-08,67000,"","",NA,NA,NA
"1950",193789,193789,274366,1948,NA,4,2,0,2,NA,NA,NA,1584,NA,NA,"","","",NA,"","","","",NA,"","",NA,"","",NA,NA,"","","",NA,NA,"","","","",7558,"Thurow","","St","","","7558 Thurow St","Houston","TX",77087,"","Residential","SingleFamily","",29.692028,-95.291025,NA,NA,6534,0.15,"",NA,NA,NA,"",NA,NA,85413,NA,NA,NA,NA,2016-02-22,128627,"","",NA,NA,NA
"1964",196401,196401,277096,1920,NA,2,2,0,2,NA,NA,NA,808,NA,NA,"","","",NA,"","","","",NA,"","",NA,"","",NA,NA,"","","",NA,NA,"","","","",1401,"Holly","","St","","","1401 Holly St","Houston","TX",77007,"","Residential","SingleFamily","",29.770973,-95.369115,NA,NA,2500,0.0574,"",NA,NA,NA,"",NA,NA,193491,NA,NA,NA,NA,2016-08-22,1e+05,"","",NA,NA,NA
"1970",196407,196407,277102,1890,NA,2,1,0,1,NA,NA,NA,850,NA,NA,"","","",NA,"","","","",NA,"","",NA,"","",NA,NA,"","","",NA,NA,"","","","",2011,"Decatur","","St","","","2011 Decatur St","Houston","TX",77007,"","Residential","SingleFamily","",29.766711,-95.378852,NA,NA,2739,0.0629,"",NA,NA,NA,"",NA,NA,271712,NA,NA,NA,NA,2016-01-11,287800,"","",NA,NA,NA
"1974",197021,197021,277753,1960,NA,3,1,0,1,NA,NA,NA,956,NA,NA,"","","",NA,"","","","",NA,"","",NA,"","",NA,NA,"","","",NA,NA,"","","","",28,"Open View","","Rd","","","28 Open View Rd","Houston","AR",72070,"","Residential","SingleFamily","",34.965327,-92.769003,NA,NA,NA,0,"",NA,NA,NA,"",NA,NA,77250,NA,NA,NA,NA,2016-09-01,79900,"","",NA,NA,NA
"1977",197670,197670,278427,1968,NA,4,2,0,2,NA,NA,NA,2907,NA,NA,"","","",NA,"","","","",NA,"","",NA,"","",NA,NA,"","","",NA,NA,"","","","",11214,"Maple Springs","","Dr","","","11214 Maple Springs Dr","Houston","TX",77043,"","Residential","SingleFamily","",29.792191,-95.581557,NA,NA,11081,0.2544,"",NA,NA,NA,"",NA,NA,336326,NA,NA,NA,NA,2016-04-04,365000,"","",NA,NA,NA
"1996",197689,197689,278449,1984,NA,4,3,0,3,NA,NA,NA,2758,NA,NA,"","","",NA,"","","","",NA,"","",NA,"","",NA,NA,"","","",NA,NA,"","","","",11606,"Pecan Creek","","Dr","","","11606 Pecan Creek Dr","Houston","TX",77043,"","Residential","SingleFamily","",29.788793,-95.589658,NA,NA,6507,0.1494,"",NA,NA,NA,"",NA,NA,330791,NA,NA,NA,NA,2016-04-29,330896,"","",NA,NA,NA
"2000",199056,199056,279859,1957,7,4,4,0,4,2,NA,1,2932,NA,473,"Traditional","Frame Concrete Block/brick","Central",NA,"Single Family","","Good","",NA,"","Slab",NA,"","Central",NA,NA,"Attached Masonry Garage","","Good",NA,NA,"Available","Gas","Public","Public",751,"43rd","W","St","","","751 W 43rd St","Houston","TX",77018,"","Residential","Single Family Residence / Townhouse","066-046-033-0005",29.8267,-95.41523,NA,NA,16069,0.3689,"",NA,NA,NA,"Neighborhood",0,0,542994,NA,13766,2015,NA,2016-05-05,466500,"Grant Deed","VEECH MATTHEW S & HOLLY M",NA,NA,NA
"2004",199060,199060,279863,1940,NA,3,2,0,2,NA,NA,NA,1667,NA,NA,"","","",NA,"","","","",NA,"","",NA,"","",NA,NA,"","","",NA,NA,"","","","",831,"43rd","W","St","","","831 W 43rd St","Houston","TX",77018,"","Residential","SingleFamily","",29.826935,-95.417685,NA,NA,14140,0.3246,"",NA,NA,NA,"",NA,NA,445222,NA,NA,NA,NA,2016-07-07,420000,"","",NA,NA,NA
"2031",199719,199719,280550,1955,NA,3,1,0,1,NA,NA,NA,972,NA,NA,"","","",NA,"","","","",NA,"","",NA,"","",NA,NA,"","","",NA,NA,"","","","",8013,"Avenell","","Rd","","","8013 Avenell Rd","Houston","TX",77034,"","Residential","SingleFamily","",29.641329,-95.224485,NA,NA,6960,0.1598,"",NA,NA,NA,"",NA,NA,71915,NA,NA,NA,NA,2016-02-01,119000,"","",NA,NA,NA
"2041",199729,199729,280560,1957,NA,4,2,0,2,NA,NA,NA,1782,NA,NA,"","","",NA,"","","","",NA,"","",NA,"","",NA,NA,"","","",NA,NA,"","","","",622,"Sulphur","","St","","","622 Sulphur St","Houston","TX",77034,"","Residential","SingleFamily","",29.647536,-95.227772,NA,NA,6708,0.154,"",NA,NA,NA,"",NA,NA,93733,NA,NA,NA,NA,2016-05-20,162000,"","",NA,NA,NA
"2042",199730,199730,280561,1957,NA,3,2.5,1,2,NA,NA,NA,1569,NA,NA,"","","",NA,"","","","",NA,"","",NA,"","",NA,NA,"","","",NA,NA,"","","","",635,"Regal","","St","","","635 Regal St","Houston","TX",77034,"","Residential","SingleFamily","",29.647224,-95.228337,NA,NA,6708,0.154,"",NA,NA,NA,"",NA,NA,84149,NA,NA,NA,NA,2016-06-14,118000,"","",NA,NA,NA
"2050",200878,200878,281740,1978,NA,3,2,0,2,NA,NA,NA,2200,NA,NA,"","","",NA,"","","","",NA,"","",NA,"","",NA,NA,"","","",NA,NA,"","","","",16106,"Mendocino","","Dr","","","16106 Mendocino Dr","Houston","TX",77083,"","Residential","SingleFamily","",29.699912,-95.668564,NA,NA,NA,0,"",NA,NA,NA,"",NA,NA,114580,NA,NA,NA,NA,2016-06-13,75000,"","",NA,NA,NA
"2066",203887,203887,284834,1963,NA,3,2,0,2,NA,NA,NA,2226,NA,NA,"","","",NA,"","","","",NA,"","",NA,"","",NA,NA,"","","",NA,NA,"","","","",8014,"Meadowbriar","","Ln","","","8014 Meadowbriar Ln","Houston","TX",77063,"","Residential","SingleFamily","",29.733916,-95.509608,NA,NA,9422,0.2163,"",NA,NA,NA,"",NA,NA,377665,NA,NA,NA,NA,2016-04-13,542000,"","",NA,NA,NA
"2081",203902,203902,284849,1959,NA,4,2,0,2,NA,NA,NA,2347,NA,NA,"","","",NA,"","","","",NA,"","",NA,"","",NA,NA,"","","",NA,NA,"","","","",7915,"Richmond","","Ave","","","7915 Richmond Ave","Houston","TX",77063,"","Residential","SingleFamily","",29.729028,-95.508633,NA,NA,13128,0.3014,"",NA,NA,NA,"",NA,NA,254159,NA,NA,NA,NA,2016-04-12,235000,"","",NA,NA,NA
"2091",209949,209949,291193,1968,NA,3,2,0,2,NA,NA,NA,1440,NA,NA,"","","",NA,"","","","",NA,"","",NA,"","",NA,NA,"","","",NA,NA,"","","","",11638,"Leader","","St","","","11638 Leader St","Houston","TX",77072,"","Residential","SingleFamily","",29.702616,-95.584524,NA,NA,7801,0.1791,"",NA,NA,NA,"",NA,NA,99250,NA,NA,NA,NA,2016-08-03,139500,"","",NA,NA,NA
"2121",210239,210239,291490,2005,NA,3,2,0,2,NA,NA,NA,1793,NA,NA,"","","",NA,"","","","",NA,"","",NA,"","",NA,NA,"","","",NA,NA,"","","","",11750,"Logan Ridge","","Dr","","","11750 Logan Ridge Dr","Houston","TX",77072,"","Residential","SingleFamily","",29.711965,-95.584346,NA,NA,3724,0.0855,"",NA,NA,NA,"",NA,NA,136565,NA,NA,NA,NA,2016-06-15,165000,"","",NA,NA,NA
"2126",212955,212955,294306,1947,7,3,2,0,2,1,NA,1,1550,NA,NA,"Traditional","Asbestos","",NA,"Single Family","","Fair","",NA,"","",NA,"","Central Forced Air",NA,NA,"On & Off Street","","Average",NA,NA,"Available","Gas","Public","Public",4702,"Winfree","","Dr","","","4702 Winfree Dr","Houston","TX",77021,"","Residential","Single Family Residence / Townhouse","070-042-001-0034",29.70233,-95.3448,NA,NA,7800,0.1791,"",NA,NA,NA,"Neighborhood",29600,22264,51864,NA,1374,2015,NA,2016-04-04,55625,"Grant Deed","FORMOSA MANAGEMENT LLC",NA,NA,NA
"2139",213103,213103,294455,1958,NA,3,2,0,2,NA,NA,NA,2108,NA,NA,"","","",NA,"","","","",NA,"","",NA,"","",NA,NA,"","","",NA,NA,"","","","",11602,"Mullins","","Dr","","","11602 Mullins Dr","Houston","TX",77035,"","Residential","SingleFamily","",29.652835,-95.486184,NA,NA,9600,0.2204,"",NA,NA,NA,"",NA,NA,342129,NA,NA,NA,NA,2016-09-01,3e+05,"","",NA,NA,NA
"2146",213110,213110,294462,1961,NA,3,2,0,2,NA,NA,NA,1599,NA,NA,"","","",NA,"","","","",NA,"","",NA,"","",NA,NA,"","","",NA,NA,"","","","",5914,"Effingham","","Dr","","","5914 Effingham Dr","Houston","TX",77035,"","Residential","SingleFamily","",29.646422,-95.494833,NA,NA,8520,0.1956,"",NA,NA,NA,"",NA,NA,139779,NA,NA,NA,NA,2016-03-22,254000,"","",NA,NA,NA
"2148",213112,213112,294464,1961,NA,3,2,0,2,NA,NA,NA,1704,NA,NA,"","","",NA,"","","","",NA,"","",NA,"","",NA,NA,"","","",NA,NA,"","","","",12211,"Dunlap","","St","","","12211 Dunlap St","Houston","TX",77035,"","Residential","SingleFamily","",29.645532,-95.494054,NA,NA,9888,0.227,"",NA,NA,NA,"",NA,NA,198678,NA,NA,NA,NA,2016-06-14,246000,"","",NA,NA,NA
"2154",213118,213118,294470,1965,NA,4,2,0,2,NA,NA,NA,1748,NA,NA,"","","",NA,"","","","",NA,"","",NA,"","",NA,NA,"","","",NA,NA,"","","","",5510,"Duxbury","","St","","","5510 Duxbury St","Houston","TX",77035,"","Residential","SingleFamily","",29.648241,-95.483974,NA,NA,8637,0.1983,"",NA,NA,NA,"",NA,NA,194882,NA,NA,NA,NA,2016-02-22,309294,"","",NA,NA,NA
"2159",214389,214389,295792,1979,NA,3,3,0,3,NA,NA,NA,2154,NA,NA,"","","",NA,"","","","",NA,"","",NA,"","",NA,NA,"","","",NA,NA,"","","","",2313,"Steel","","St","","","2313 Steel St","Houston","TX",77098,"","Residential","Townhouse","",29.739078,-95.41553,NA,NA,1629,0.0374,"",NA,NA,NA,"",NA,NA,424537,NA,NA,NA,NA,2016-07-23,388500,"","",NA,NA,NA
"2160",214390,214390,295793,1979,NA,3,2.5,1,2,NA,NA,NA,2222,NA,NA,"","","",NA,"","","","",NA,"","",NA,"","",NA,NA,"","","",NA,NA,"","","","",2328,"Steel","","St","","","2328 Steel St","Houston","TX",77098,"","Residential","Townhouse","",29.739555,-95.416063,NA,NA,1938,0.0445,"",NA,NA,NA,"",NA,NA,241500,NA,NA,NA,NA,2016-05-17,439000,"","",NA,NA,NA
"2164",214394,214394,295797,1935,NA,3,2,0,2,NA,NA,NA,1396,NA,NA,"","","",NA,"","","","",NA,"","",NA,"","",NA,NA,"","","",NA,NA,"","","","",2124,"Sul Ross","","St","","","2124 Sul Ross St","Houston","TX",77098,"","Residential","Townhouse","",29.737877,-95.411792,NA,NA,5500,0.1263,"",NA,NA,NA,"",NA,NA,420000,NA,NA,NA,NA,2016-03-07,288000,"","",NA,NA,NA
"2166",214396,214396,295799,1935,NA,4,3,0,3,NA,NA,NA,2525,NA,NA,"","","",NA,"","","","",NA,"","",NA,"","",NA,NA,"","","",NA,NA,"","","","",2132,"Colquitt","","St","","","2132 Colquitt St","Houston","TX",77098,"","Residential","Townhouse","",29.735369,-95.412074,NA,NA,7248,0.1664,"",NA,NA,NA,"",NA,NA,570000,NA,NA,NA,NA,2016-06-17,665000,"","",NA,NA,NA
"2193",217515,217515,299106,1920,NA,2,1,0,1,NA,NA,NA,1286,NA,NA,"","","",NA,"","","","",NA,"","",NA,"","",NA,NA,"","","",NA,NA,"","","","",938,"Oxford","","St","","","938 Oxford St","Houston","TX",77008,"","Residential","SingleFamily","",29.788369,-95.391724,NA,NA,4647,0.1067,"",NA,NA,NA,"",NA,NA,429080,NA,NA,NA,NA,2016-03-30,494250,"","",NA,NA,NA
"2277",226246,226246,308137,1996,NA,3,3.5,1,3,NA,NA,NA,4438,NA,NA,"","","",NA,"","","","",NA,"","",NA,"","",NA,NA,"","","",NA,NA,"","","","",2619,"Sutton","","Ct","","","2619 Sutton Ct","Houston","TX",77027,"","Residential","SingleFamily","",29.74078,-95.43807,NA,NA,3855,0.0885,"",NA,NA,NA,"",NA,NA,850000,NA,NA,NA,NA,2016-05-05,1005000,"","",NA,NA,NA
"2283",226252,226252,308143,1953,NA,5,4,0,4,NA,NA,NA,3900,NA,NA,"","","",NA,"","","","",NA,"","",NA,"","",NA,NA,"","","",NA,NA,"","","","",4215,"Markham","","St","","","4215 Markham St","Houston","TX",77027,"","Residential","SingleFamily","",29.733274,-95.446026,NA,NA,7701,0.1768,"",NA,NA,NA,"",NA,NA,878878,NA,NA,NA,NA,2016-07-07,680000,"","",NA,NA,NA
"2285",226275,226275,308171,1958,NA,2,2,0,2,1,8,1,5772,NA,NA,"","Brick","Central",NA,"Multi Family","","Average","Wood",NA,"","",NA,"","Hot Air",NA,NA,"On & Off Street","","Average",NA,NA,"Available","Gas","Public","Public",3412,"Graustark","","St","","","3412 Graustark St","Houston","TX",77006,"","Residential","Condominium (residential)","026-198-000-0004",29.74172,-95.39508,NA,NA,7125,0.1636,"",NA,NA,NA,"",463125,107093,570218,NA,15169,2015,NA,2016-08-08,2456096,"Grant Deed","BROUSSARD WILLIAM R",NA,NA,NA
"2289",226279,226279,308175,1946,NA,5,NA,NA,NA,NA,NA,NA,3926,NA,NA,"","","",NA,"","","","",NA,"","",NA,"","",NA,NA,"","","",NA,NA,"","","","",1915,"Hawthorne","","St","","","1915 Hawthorne St","Houston","TX",77098,"","Residential","MultiFamily2To4","",29.74167,-95.407697,NA,NA,5349,0.1228,"",NA,NA,NA,"",NA,NA,566000,NA,NA,NA,NA,2016-01-31,6e+05,"","",NA,NA,NA
"2316",226306,226306,308202,1965,NA,4,3,0,3,NA,NA,NA,2828,NA,NA,"","","",NA,"","","","",NA,"","",NA,"","",NA,NA,"","","",NA,NA,"","","","",1723,"Capstan","","Rd","","","1723 Capstan Rd","Houston","TX",77062,"","Residential","SingleFamily","",29.575338,-95.121298,NA,NA,7988,0.1834,"",NA,NA,NA,"",NA,NA,189611,NA,NA,NA,NA,2016-08-26,232500,"","",NA,NA,NA
"2318",226308,226308,308204,1965,NA,3,2,0,2,NA,NA,NA,1971,NA,NA,"","","",NA,"","","","",NA,"","",NA,"","",NA,NA,"","","",NA,NA,"","","","",1505,"Neptune","","Ln","","","1505 Neptune Ln","Houston","TX",77062,"","Residential","SingleFamily","",29.571495,-95.124509,NA,NA,9361,0.2149,"",NA,NA,NA,"",NA,NA,150275,NA,NA,NA,NA,2016-05-04,175000,"","",NA,NA,NA
"2320",226310,226310,308206,1965,NA,4,2,0,2,NA,NA,NA,2272,NA,NA,"","","",NA,"","","","",NA,"","",NA,"","",NA,NA,"","","",NA,NA,"","","","",15922,"Torry Pines","","Rd","","","15922 Torry Pines Rd","Houston","TX",77062,"","Residential","SingleFamily","",29.566674,-95.123942,NA,NA,10201,0.2342,"",NA,NA,NA,"",NA,NA,177565,NA,NA,NA,NA,2016-03-23,156080,"","",NA,NA,NA
